"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"sig_Existence_High_Class3",8.96436965979606,1.44588817647911,6.19990522477694,5.64971625038879e-10,1.77107311907789,5.06154690240194,4.15868402159347e-07
"sig_Bequest_Medium_Class3",-6.75419456352299,2.25792349714791,-2.99133011904722,0.00277765038307254,3.79943967714543,-1.77768174716686,0.0754561391657615
"sig_Bequest_High_Class3",-0.0135881702673787,3.99662198207572,-0.00339991380929188,0.997287266489775,1.3861268993695,-0.00980297711094096,0.992178481185999
"sig_Int_Encounter_Medium_Bee_Class3",4.66761813617348,4.67814920970511,0.997748880367094,0.318401144155214,4.70819257716384,0.991382161981404,0.321499007130159
"sig_Int_Encounter_High_Bee_Class3",0.0640706980981124,2.82939433981417,0.0226446689302137,0.981933712297556,0.498607221533887,0.128499338419145,0.897753821749542
"sig_Int_Existence_Medium_Bee_Class3",0.853546359448317,4.86878654202858,0.175309874869291,0.860836152907208,1.61151273689606,0.529655360399036,0.596350903459908
"sig_Int_Existence_High_Bee_Class3",-12.2346724568946,3.25674411457392,-3.75671898880371,0.000172155626300574,4.27265266286816,-2.86348398109236,0.00419010000376074
"sig_Int_Bequest_Medium_Bee_Class3",1.73553790811426,8.4198565326621,0.206124403828237,0.836693736566818,4.95844313201599,0.350016701191576,0.726326163763554
"sig_Int_Bequest_High_Bee_Class3",0.605854659793641,3.61028993485247,0.167813297747899,0.866730160769554,1.25513616042746,0.482700346699682,0.629308517045229
"sig_Int_Existence_Medium_Wasp_Class3",-10.9030204276211,2.42618502383327,-4.49389486808172,6.99321633090833e-06,3.0983494947055,-3.51897694119152,0.000433214359201406
"sig_Int_Existence_High_Wasp_Class3",1.11169802007406,4.93962310024302,0.225057255890509,0.821934732811768,2.3434587009865,0.474383448535315,0.635226493763407
"sig_Int_Encounter_Medium_Wasp_Class3",17.4087398802706,3.85388575209569,4.51719147896483,6.26652351609636e-06,4.20430641756332,4.14069245941407,3.46258945733702e-05
"sig_Int_Encounter_High_Wasp_Class3",-0.0250840767474041,8.22463506873181,-0.00304987109309786,0.997566558714908,4.32998109130347,-0.00579311461608553,0.995377789142581
"sig_Int_Bequest_Medium_Wasp_Class3",14.7718535838053,2.92512742785693,5.04998635038194,4.41841634835072e-07,3.59449871284137,4.10957264528508,3.96392004500257e-05
"sig_Int_Bequest_High_Wasp_Class3",0.307382181700832,3.51848035371813,0.0873621992449122,0.930383615093224,0.501883814004582,0.612456853804865,0.540235536043539
"delta_Class1",4.39632028635996,0.543142462155734,8.0942305061382,6.66133814775094e-16,0.718768018821665,6.1164661910907,9.56731804890865e-10
"delta_Class2",0.00421433649878138,0.643601310612551,0.006548054563112,0.994775445696377,1.05148437227681,0.00400798776462647,0.996802097004554
"Int_LV_Bee_Encounter_Medium_Class1",3.71265111711597,5.25783708681402,0.706117564278821,0.480115029701371,5.52716584141671,0.671709737619227,0.50176850099157
"Int_LV_Bee_Existence_Medium_Class1",-5.83527715869521,7.51256361957616,-0.776735806068877,0.437314657145369,8.05329972142446,-0.724582141550181,0.468708418018262
"Int_LV_Bee_Bequest_Medium_Class1",2.62405670274289,6.13402019092691,0.427787425060035,0.668805892953539,5.50111575178834,0.477004451667799,0.633358951668973
"Int_LV_Bee_Encounter_High_Class1",3.5968658860841,5.77594209368404,0.622732331409149,0.533460432654288,6.46848722246096,0.556059827032581,0.57816995675355
"Int_LV_Bee_Existence_High_Class1",4.17061109603959,5.89172654798722,0.707875876802937,0.479022341437014,5.92642456381347,0.703731406876448,0.481600057591728
"Int_LV_Bee_Bequest_High_Class1",13.5973959872331,6.81588523499351,1.99495671045377,0.0460476014774354,7.01126983561822,1.93936281244753,0.0524571753759688
